idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,anomaly_label_x,anomaly_label_y,net_spending,fee_ratio,cashback_ratio,points_per_dollar,hour,weekday,is_weekend,day_part,transactions_per_user,avg_spent_per_user,merchant_transaction_count
3772,06da2f9e-36e9-45fb-a12e-ef82bf78e317,USER_08104,2024-05-23 14:46:00,Mobile Recharge,Postpaid Plan 599,Jio,7335.27,1.01,13.21,79,Wallet Balance,Successful,MERCH_0657,Android,Urban,normal,normal,7322.06,0.00013769090980972752,0.001800888038204456,0.010769883044523242,14,3,0,Afternoon,3,4773.3,7
3773,de5f5627-c174-4cfb-8c4f-edce9025c5e5,USER_04356,2024-05-23 16:32:00,Education Fee,Python Programming Course,BYJU'S,5683.53,8.58,6.79,291,UPI,Successful,MERCH_0596,Web,Urban,normal,normal,5676.74,0.0015096251801257317,0.0011946800667894776,0.051200574290977616,16,3,0,Afternoon,1,5683.53,3
3774,1fa09cb9-384d-497b-8c5d-fbbc42f9595e,USER_08752,2024-05-23 16:59:00,Gaming Credits,Battle Pass,PUBG Mobile,325.66,36.56,37.74,11,Credit Card,Successful,MERCH_0742,Web,Urban,normal,normal,287.92,0.11226432475588037,0.11588773567524412,0.0337775594177977,16,3,0,Afternoon,1,325.66,7
3775,661b4b93-1b0c-4404-a50f-c5baf3640132,USER_02523,2024-05-23 18:39:00,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,6975.77,43.32,34.51,626,Bank Transfer,Successful,MERCH_0035,iOS,Urban,normal,normal,6941.26,0.006210067132373917,0.00494712411676417,0.08973919724990932,18,3,0,Evening,1,6975.77,4
3776,f166ec58-870f-4e14-b03a-dbca3ddc2007,USER_09570,2024-05-23 19:00:00,Water Bill,Commercial Property,Bangalore Water Supply,4580.01,9.89,70.85,678,UPI,Successful,MERCH_0025,Android,Urban,normal,normal,4509.16,0.0021593839314761323,0.015469398538431137,0.1480346112781413,19,3,0,Evening,1,4580.01,7
3777,a710d2a3-99e1-46a8-80f8-c5ffdc7866bf,USER_03788,2024-05-23 21:42:00,Water Bill,Industrial Use,Delhi Jal Board,8615.83,39.32,24.62,50,Wallet Balance,Successful,MERCH_0386,Web,Urban,normal,normal,8591.21,0.004563692644817737,0.002857530847289234,0.005803271420164975,21,3,0,Evening,1,8615.83,7
3778,e6378c4b-9b20-4fab-b875-e624320acfc5,USER_08774,2024-05-23 22:39:00,Bus Ticket,Sleeper Class,Paytm Bus,3197.25,37.58,69.59,656,UPI,Successful,MERCH_0898,Android,Rural,normal,normal,3127.66,0.011753850965673626,0.021765579795136446,0.20517632340292438,22,3,0,Evening,1,3197.25,6
3779,16dc7be2-4b52-41a6-8bed-7a43cf15ab30,USER_01506,2024-05-24 01:20:00,Gas Bill,Industrial Gas Supply,Bharat Gas,95.13,33.53,33.48,929,Credit Card,Successful,MERCH_0721,Android,Urban,normal,normal,61.65,0.3524650478292863,0.3519394512771996,9.76558393776937,1,4,0,Night,1,95.13,6
3780,d2d9d393-7c46-4afd-9951-f2e99a524be5,USER_02793,2024-05-24 03:10:00,Gas Bill,Domestic LPG Cylinder,Gujarat Gas,2916.13,18.15,91.02,998,Wallet Balance,Successful,MERCH_0944,iOS,Urban,normal,normal,2825.11,0.0062240023592912514,0.03121260026130522,0.3422343997009735,3,4,0,Night,1,2916.13,2
3781,7842f1c8-f7bc-4577-8053-d1f48b74751c,USER_09632,2024-05-24 03:25:00,Food Delivery,Vegetable Biryani,Domino's,3876.27,14.58,75.95,533,Credit Card,Successful,MERCH_0404,Android,Urban,normal,normal,3800.32,0.0037613478937225733,0.019593578362704353,0.13750332149205294,3,4,0,Night,2,4259.215,8
3782,8b95095c-472d-4d99-b68e-b2c2b55d6cac,USER_03945,2024-05-24 06:59:00,Taxi Fare,Share Ride,Rapido,9269.83,23.63,7.14,760,Wallet Balance,Successful,MERCH_0418,iOS,Urban,normal,normal,9262.69,0.0025491298114420653,0.0007702406624501204,0.08198640104511086,6,4,0,Morning,4,6265.9875,7
3783,047f92b5-3f52-4d71-8612-dacd49f181d5,USER_03371,2024-05-24 07:54:00,Internet Bill,4G Unlimited Plan,ACT Fibernet,7985.52,40.66,53.89,142,UPI,Successful,MERCH_0221,Web,Urban,normal,normal,7931.63,0.005091716005970807,0.006748464721145273,0.017782185756218753,7,4,0,Morning,2,5455.82,4
3784,07113d6c-ec50-499e-9aab-6c5abfaf49c8,USER_09048,2024-05-24 10:16:00,Gift Card,Rs. 250 Coffee Shop Card,Amazon Pay,396.23,10.43,28.41,255,UPI,Successful,MERCH_0367,Android,Urban,normal,normal,367.82,0.02632309517199606,0.07170077985008706,0.6435656058349948,10,4,0,Morning,3,3887.9066666666663,2
3785,fcd455c9-00f2-427e-8b61-95a47611eaab,USER_06572,2024-05-24 11:20:00,Hotel Booking,Villa,Fab Hotels,1570.09,35.67,3.46,491,Bank Transfer,Successful,MERCH_0641,Web,Urban,normal,normal,1566.6299999999999,0.022718442891808754,0.002203695329567095,0.3127209268258508,11,4,0,Morning,1,1570.09,7
3786,b168dfd4-c6a4-4ff4-9dee-084aaa7cc71c,USER_01462,2024-05-24 13:58:00,Streaming Service,Student Offer,Amazon Prime,5877.3,14.01,0.96,704,Bank Transfer,Successful,MERCH_0661,Web,Urban,normal,normal,5876.34,0.002383747639222092,0.00016334030932571076,0.11978289350552124,13,4,0,Afternoon,1,5877.3,9
3787,0a9473cc-dc36-4d12-b362-d3f2bb4be61f,USER_06519,2024-05-24 15:02:00,Mobile Recharge,Family Plan 999,Idea,7192.54,8.74,42.19,220,UPI,Successful,MERCH_0899,iOS,Urban,normal,normal,7150.35,0.001215147917147489,0.005865799842614709,0.030587247342385306,15,4,0,Afternoon,1,7192.54,6
3788,2b3e513f-be23-420d-aed9-4568e021a966,USER_04696,2024-05-24 17:23:00,Streaming Service,Premium Plan,Netflix,5443.61,9.07,75.6,891,Wallet Balance,Successful,MERCH_0021,Android,Urban,normal,normal,5368.009999999999,0.0016661737339743296,0.01388784281019397,0.1636781474058575,17,4,0,Afternoon,2,6414.415,10
3789,ed17347b-35c2-4bcd-bb0a-56f977b5c462,USER_02248,2024-05-24 17:42:00,Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,5666.85,37.5,25.78,399,Credit Card,Successful,MERCH_0194,Web,Rural,normal,normal,5641.070000000001,0.00661743296540406,0.004549264582616445,0.0704094867518992,17,4,0,Afternoon,1,5666.85,12
3790,c1433a96-7031-4956-ae1a-ef7e2bd8ebdf,USER_02313,2024-05-24 18:30:00,Gas Bill,Piped Natural Gas,Bharat Gas,5370.4,46.76,58.04,697,Credit Card,Successful,MERCH_0284,iOS,Urban,normal,normal,5312.36,0.008706986444212722,0.010807388648890214,0.12978549083867125,18,4,0,Evening,1,5370.4,5
3791,d47a9907-cd9c-4cc0-9b9f-fbb54e6a569f,USER_09346,2024-05-24 18:43:00,Internet Bill,Business Internet Plan,Hathway,4968.01,5.97,3.93,691,Debit Card,Successful,MERCH_0538,Web,Urban,normal,normal,4964.08,0.0012016884023985457,0.0007910612096191432,0.13908989716204273,18,4,0,Evening,1,4968.01,3
3792,0e19aa1f-b7d9-4b5e-803f-32a9f9d25d23,USER_01543,2024-05-24 19:58:00,Water Bill,Commercial Property,Delhi Jal Board,7151.22,34.26,78.33,368,Wallet Balance,Successful,MERCH_0376,Android,Urban,normal,normal,7072.89,0.004790790941965147,0.010953375787627844,0.051459750923618625,19,4,0,Evening,3,4185.706666666667,14
3793,4ef09083-a13f-433a-a7f5-8ae5b6554cdc,USER_00185,2024-05-25 00:57:00,Gaming Credits,Premium Skin,Free Fire,7065.83,26.7,64.32,468,Wallet Balance,Successful,MERCH_0384,iOS,Urban,normal,normal,7001.51,0.003778749276447353,0.009102964549104633,0.06623425698042551,0,5,1,Night,3,6499.136666666666,8
3794,275ab40f-1b29-4773-8d57-63043f9c8601,USER_04809,2024-05-25 03:07:00,Water Bill,Industrial Use,Bangalore Water Supply,5700.13,33.27,6.7,557,Credit Card,Successful,MERCH_0865,Android,Urban,normal,normal,5693.43,0.0058367089873388855,0.0011754117888539385,0.09771706961069308,3,5,1,Night,1,5700.13,5
3795,113347cc-0890-435f-8071-f8a0253d63b0,USER_01201,2024-05-25 06:12:00,Movie Ticket,PK,Carnival Cinemas,6943.34,49.8,64.44,744,Debit Card,Successful,MERCH_0951,Android,Urban,normal,normal,6878.900000000001,0.007172340689063188,0.009280836024161281,0.1071530416197392,6,5,1,Morning,1,6943.34,9
3796,fb2031b9-7047-4856-9bfd-d1d45fd4d36a,USER_03575,2024-05-25 06:22:00,Internet Bill,Student Special Plan,BSNL Broadband,5639.88,22.1,13.5,92,Bank Transfer,Successful,MERCH_0023,Android,Suburban,normal,normal,5626.38,0.003918523089143741,0.002393667950381923,0.016312403810010142,6,5,1,Morning,2,4679.51,3
3797,c94cb109-3acf-4bcd-8dcd-70b4445412ff,USER_05615,2024-05-25 06:35:00,Taxi Fare,Airport Transfer,Jugnoo,7630.02,32.2,66.55,893,UPI,Successful,MERCH_0873,Android,Urban,normal,normal,7563.47,0.004220172424187617,0.008722126547505772,0.11703770108073111,6,5,1,Morning,1,7630.02,9
3798,d5599d0c-7e98-4e77-bae7-877f9e49343e,USER_01322,2024-05-25 07:14:00,Gas Bill,Commercial Gas Connection,Mahanagar Gas,6750.86,28.58,19.34,848,Bank Transfer,Successful,MERCH_0992,Android,Urban,normal,normal,6731.5199999999995,0.004233534690395001,0.0028648201858726147,0.12561362552326666,7,5,1,Morning,1,6750.86,6
3799,61201d4d-3310-4630-91b8-fac6c1c66e7b,USER_01370,2024-05-25 08:13:00,Hotel Booking,Service Apartment,Treebo,5619.74,31.18,82.08,400,Bank Transfer,Successful,MERCH_0572,iOS,Urban,normal,normal,5537.66,0.005548299387516149,0.014605657912999535,0.07117767014132327,8,5,1,Morning,1,5619.74,5
3800,4a93784d-93ae-4b8f-81a9-7045b6538e59,USER_03647,2024-05-25 11:46:00,Water Bill,Industrial Use,Delhi Jal Board,7839.39,40.79,79.77,995,UPI,Successful,MERCH_0184,iOS,Urban,normal,normal,7759.62,0.005203210964118381,0.010175536617007189,0.12692314070354963,11,5,1,Morning,2,5739.165,5
3801,c7e9e5f5-32d5-4e03-9819-5a10f9deba41,USER_03105,2024-05-25 12:32:00,Electricity Bill,Temporary Connection Bill,CESC,4383.88,45.9,93.68,603,UPI,Successful,MERCH_0950,Android,Urban,normal,normal,4290.2,0.010470177103387867,0.02136919806199075,0.1375493854758798,12,5,1,Afternoon,1,4383.88,8
3802,0a54a002-3933-4c3b-b9c6-fa0c01d3dc6e,USER_03997,2024-05-25 13:13:00,Food Delivery,Masala Dosa,Zomato,8247.91,5.49,87.38,670,Debit Card,Successful,MERCH_0068,Android,Suburban,normal,normal,8160.53,0.0006656231699909431,0.010594199015265685,0.08123270016282913,13,5,1,Afternoon,1,8247.91,9
3803,1e7cf043-4c5f-46a3-a1a8-a9a704206fac,USER_08620,2024-05-25 14:46:00,Water Bill,Residential Connection,Bangalore Water Supply,3843.43,46.1,85.99,784,Bank Transfer,Successful,MERCH_0488,Android,Urban,normal,normal,3757.44,0.011994494501005613,0.022373244731919144,0.2039844617958438,14,5,1,Afternoon,1,3843.43,10
3804,97d4ed84-e6f3-4e7d-9ecc-a20c1329b8a0,USER_00585,2024-05-25 15:14:00,Online Shopping,Fitness Tracker,Amazon,9196.94,44.7,21.15,896,UPI,Successful,MERCH_0791,iOS,Suburban,normal,normal,9175.79,0.004860312234286622,0.0022996779363570925,0.09742370832037613,15,5,1,Afternoon,1,9196.94,8
3805,ef72d2b6-3546-49ad-8910-e3044b6bb54a,USER_00534,2024-05-25 15:37:00,Education Fee,IELTS Training,Coursera,6198.02,27.58,30.02,392,UPI,Successful,MERCH_0120,Android,Urban,normal,normal,6168.0,0.004449808164542869,0.004843482273371173,0.06324600436913723,15,5,1,Afternoon,1,6198.02,8
3806,c884bd80-e914-4041-af18-dc30b3713696,USER_08104,2024-05-25 15:48:00,Electricity Bill,Commercial Bill,CESC,2359.03,20.89,5.92,969,Credit Card,Successful,MERCH_0440,Android,Urban,normal,normal,2353.11,0.008855334607868488,0.002509506025781783,0.4107620505038087,15,5,1,Afternoon,3,4773.3,11
3807,7b02d8bb-aa5c-46b9-9208-84f03d6af89f,USER_02822,2024-05-25 16:24:00,Hotel Booking,Service Apartment,Treebo,352.2,13.7,71.56,301,Bank Transfer,Successful,MERCH_0861,iOS,Urban,normal,normal,280.64,0.03889835320840432,0.20318001135718344,0.8546280522430437,16,5,1,Afternoon,1,352.2,5
3808,8186c4d3-947c-4ea4-820c-912f3a80f4fc,USER_01142,2024-05-25 19:07:00,Water Bill,Commercial Property,Chennai Metro Water,3432.25,17.29,61.45,436,Credit Card,Successful,MERCH_0598,iOS,Urban,normal,normal,3370.8,0.005037511836259013,0.017903707480515698,0.12703037366159226,19,5,1,Evening,1,3432.25,9
3809,34fa18fd-7371-4636-9074-9c6ffa09be27,USER_02419,2024-05-25 21:14:00,Streaming Service,Premium Plan,SonyLIV,1903.29,16.21,22.13,44,Credit Card,Successful,MERCH_0054,Android,Urban,normal,normal,1881.1599999999999,0.008516831381450016,0.01162723494580437,0.023117864329660745,21,5,1,Evening,2,5311.465,6
3810,e190181a-f489-43af-b961-9ca5389e65c0,USER_08054,2024-05-25 21:18:00,Taxi Fare,Airport Transfer,Uber,9303.77,13.14,3.69,795,Bank Transfer,Successful,MERCH_0296,Android,Rural,normal,normal,9300.08,0.0014123307003505031,0.0003966134158518536,0.0854492318705213,21,5,1,Evening,3,6711.076666666667,9
3811,2d28c20b-cbc0-4ab0-b29a-97edb378df11,USER_02647,2024-05-25 21:49:00,Hotel Booking,Dormitory Bed,Fab Hotels,3294.33,16.67,82.9,738,Debit Card,Successful,MERCH_0726,Android,Urban,normal,normal,3211.43,0.005060209511493992,0.02516444922032705,0.22402127291437107,21,5,1,Evening,1,3294.33,9
3812,d7888778-0744-489e-9644-6ec7fee40083,USER_05075,2024-05-26 02:28:00,Loan Repayment,Education Loan EMI,Axis Bank,1199.89,42.9,91.03,786,UPI,Successful,MERCH_0255,Android,Suburban,normal,normal,1108.8600000000001,0.035753277383760176,0.07586528765136803,0.6550600471709906,2,6,1,Night,1,1199.89,10
3813,566bee18-bd7d-4efe-96a6-a04947ac15a7,USER_05795,2024-05-26 03:52:00,Movie Ticket,PK,SPI Cinemas,7568.53,26.42,88.89,466,Bank Transfer,Successful,MERCH_0052,Android,Suburban,normal,normal,7479.639999999999,0.003490770334529955,0.011744684899181216,0.06157074094969565,3,6,1,Night,1,7568.53,5
3814,bbdb3b89-4701-48b6-beca-77c3b62546bf,USER_00511,2024-05-26 05:52:00,Loan Repayment,Business Loan Repayment,Axis Bank,9152.26,13.22,50.56,28,Credit Card,Successful,MERCH_0203,Android,Urban,normal,normal,9101.7,0.001444451971425637,0.005524318583606672,0.0030593536459847075,5,6,1,Night,1,9152.26,6
3815,f051580b-078f-4dce-a17e-29d9d3887dce,USER_05447,2024-05-26 07:24:00,Gas Bill,Auto LPG,Mahanagar Gas,9257.38,1.88,34.4,179,Wallet Balance,Successful,MERCH_0316,Android,Urban,normal,normal,9222.98,0.00020308121736387617,0.003715954190062415,0.019335924419220128,7,6,1,Morning,2,5384.759999999999,4
3816,f921960d-a579-4422-b3a5-d9c76109f378,USER_05231,2024-05-26 10:21:00,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,818.6,42.0,40.57,728,Wallet Balance,Successful,MERCH_0030,Android,Suburban,normal,normal,778.03,0.05130710969948693,0.049560224774004395,0.8893232347911068,10,6,1,Morning,2,4060.7050000000004,8
3817,ba3b2737-6b93-4c1a-a8a0-ca279cc23b0f,USER_01592,2024-05-26 14:30:00,Electricity Bill,Commercial Bill,BSES,4064.46,13.79,18.5,414,Debit Card,Successful,MERCH_0417,Android,Urban,normal,normal,4045.96,0.003392824631070302,0.004551650157708527,0.10185854947520703,14,6,1,Afternoon,1,4064.46,9
3818,e017ace5-fe34-4346-8587-0c567f25080a,USER_06052,2024-05-26 19:57:00,Water Bill,Industrial Use,Mumbai Water,651.28,22.41,94.39,234,Bank Transfer,Successful,MERCH_0067,Android,Rural,normal,normal,556.89,0.034409163493428326,0.14492998403144577,0.3592924702125046,19,6,1,Evening,2,4022.46,9
3819,cdec0654-f6ba-4a7e-bae5-b538dc403139,USER_06994,2024-05-27 01:50:00,Mobile Recharge,Data Pack 50GB,Jio,6970.85,38.88,43.73,790,Debit Card,Successful,MERCH_0277,Android,Urban,normal,normal,6927.120000000001,0.00557751206811221,0.0062732665313412275,0.11332907751565446,1,0,0,Night,1,6970.85,1
3820,a9e4a49c-8e11-4bb1-af3d-45b1f4c5f00e,USER_03021,2024-05-27 02:01:00,Grocery Shopping,Whole Wheat Atta,Grofers,6475.62,11.39,27.96,835,Wallet Balance,Successful,MERCH_0377,Web,Urban,normal,normal,6447.66,0.001758904938832112,0.004317733282681813,0.12894518208295114,2,0,0,Night,1,6475.62,4
3821,be3ebc51-dd61-427a-9406-04c204c37ea7,USER_00190,2024-05-27 02:54:00,Movie Ticket,Baahubali 2,Carnival Cinemas,841.88,31.77,27.2,113,Bank Transfer,Successful,MERCH_0766,Android,Suburban,normal,normal,814.68,0.03773696963937853,0.0323086425618853,0.13422340476077352,2,0,0,Night,1,841.88,3
3822,cb65b473-36fb-4751-b881-3c800b004d2d,USER_07544,2024-05-27 02:59:00,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,6618.8,29.95,67.69,986,Debit Card,Successful,MERCH_0405,Android,Urban,normal,normal,6551.110000000001,0.004524989424064785,0.010226929352752764,0.14896960174049675,2,0,0,Night,1,6618.8,7
3823,8355074f-0a3b-472a-af75-5ecfd963bdbf,USER_06404,2024-05-27 03:09:00,Insurance Premium,Health Insurance,HDFC Life,8460.54,5.74,44.83,647,UPI,Successful,MERCH_0580,Android,Suburban,normal,normal,8415.710000000001,0.0006784436927193772,0.005298716157597505,0.07647266013753258,3,0,0,Night,1,8460.54,6
3824,3d78ebed-ec4a-4aed-b2ab-fad7d804dc06,USER_00590,2024-05-27 05:06:00,Bus Ticket,Semi-Sleeper,AbhiBus,2396.13,19.24,36.08,948,Credit Card,Successful,MERCH_0181,Android,Urban,normal,normal,2360.05,0.008029614419918785,0.015057613735481796,0.3956379662205306,5,0,0,Night,2,5800.105,5
3825,a2861125-588a-4285-90b9-487c24abb2d1,USER_00581,2024-05-27 07:40:00,Movie Ticket,Avengers: Endgame,INOX,6665.29,3.99,55.15,275,Credit Card,Successful,MERCH_0539,Android,Urban,normal,normal,6610.14,0.0005986236157766579,0.008274208624080872,0.04125851988435612,7,0,0,Morning,1,6665.29,5
3826,35fd9c04-4337-4f70-b11f-6ffda57c8ba3,USER_06308,2024-05-27 08:30:00,Movie Ticket,Dangal,Carnival Cinemas,4846.33,18.52,28.48,543,Debit Card,Successful,MERCH_0174,Android,Urban,normal,normal,4817.85,0.00382144839497104,0.00587661178665093,0.11204354635363255,8,0,0,Morning,1,4846.33,3
3827,6b050c1f-bb8a-4a56-bcc4-a8d48a505898,USER_07049,2024-05-27 10:28:00,Hotel Booking,Service Apartment,Airbnb,4345.77,22.4,25.48,905,Wallet Balance,Successful,MERCH_0168,iOS,Urban,normal,normal,4320.290000000001,0.0051544375335095954,0.005863172694367166,0.2082484807065261,10,0,0,Morning,2,5576.59,8
3828,5c9bf544-917b-4b7b-8512-b823246ee597,USER_04225,2024-05-27 11:33:00,Gas Bill,Auto LPG,Adani Gas,712.6,32.94,37.18,435,UPI,Successful,MERCH_0571,Web,Suburban,normal,normal,675.4200000000001,0.04622509121526803,0.05217513331462251,0.610440639910188,11,0,0,Morning,2,3711.9300000000003,4
3829,3c0400a4-7854-4dac-89c9-497805ce0da2,USER_08074,2024-05-27 12:44:00,Food Delivery,Butter Chicken,Zomato,7489.64,15.39,76.91,181,Wallet Balance,Successful,MERCH_0381,Android,Urban,normal,normal,7412.7300000000005,0.0020548384167997395,0.010268851373363738,0.024166715623180818,12,0,0,Afternoon,2,8679.93,4
3830,02791d78-28eb-4288-a4ce-c1e392ea1f3d,USER_07269,2024-05-27 12:55:00,Taxi Fare,Airport Transfer,Rapido,1545.46,28.17,69.48,828,Bank Transfer,Successful,MERCH_0825,Android,Urban,normal,normal,1475.98,0.018227582726178613,0.044957488385335115,0.5357628149547707,12,0,0,Afternoon,1,1545.46,5
3831,5fe20b58-e0cc-4df3-9948-770969cca0f0,USER_01293,2024-05-27 13:59:00,Insurance Premium,Motor Insurance,Max Life,41.21,31.82,32.68,806,Wallet Balance,Successful,MERCH_0951,Android,Suburban,normal,normal,8.530000000000001,0.772142683814608,0.7930114049987866,19.558359621451103,13,0,0,Afternoon,2,3279.645,9
3832,0cd126e8-d3e0-4f03-bb4e-f1f881df1ac6,USER_06669,2024-05-27 14:15:00,Gaming Credits,Premium Skin,PUBG Mobile,1401.39,48.98,74.53,348,Credit Card,Successful,MERCH_0510,Android,Suburban,normal,normal,1326.8600000000001,0.034951012922883704,0.0531829112523994,0.24832487744311005,14,0,0,Afternoon,3,4721.213333333333,7
3833,ce89bd01-a896-44ba-8ce3-7522722830b8,USER_04001,2024-05-27 14:44:00,Gas Bill,Industrial Gas Supply,Bharat Gas,4479.64,24.76,58.92,441,Bank Transfer,Successful,MERCH_0656,Android,Suburban,normal,normal,4420.72,0.005527229866685716,0.013152842639140645,0.09844541079193864,14,0,0,Afternoon,1,4479.64,7
3834,baac8ef5-8bfd-40c1-9515-23f0525e2c41,USER_02712,2024-05-27 20:28:00,Bus Ticket,AC Seater,RedBus,4365.13,1.21,5.83,660,Debit Card,Successful,MERCH_0152,iOS,Urban,normal,normal,4359.3,0.0002771967845172996,0.0013355845072197162,0.15119824610034524,20,0,0,Evening,1,4365.13,4
3835,597bba18-46be-469f-af1f-2d3b730c5e7d,USER_08771,2024-05-27 21:29:00,Gift Card,Rs. 5000 Luxury Card,Flipkart,3109.27,41.21,67.02,518,UPI,Successful,MERCH_0575,Android,Urban,normal,normal,3042.25,0.013253914906071201,0.02155489873828905,0.16659859066597626,21,0,0,Evening,1,3109.27,7
3836,f3d2805c-c7e1-48a1-9987-3aa987bab1c8,USER_03412,2024-05-28 01:24:00,Bus Ticket,Sleeper Class,RedBus,1610.93,17.76,76.96,735,UPI,Successful,MERCH_0557,Android,Urban,normal,normal,1533.97,0.011024687602813282,0.04777364627885755,0.4562581862650767,1,1,0,Night,2,5319.945,7
3837,b54f1a05-3b49-4856-a9f0-a104fa124c2d,USER_04627,2024-05-28 03:24:00,Food Delivery,Vegetable Biryani,Foodpanda,7122.0,26.27,69.32,328,Credit Card,Successful,MERCH_0681,iOS,Urban,normal,normal,7052.68,0.0036885706262285876,0.00973322100533558,0.046054479078910415,3,1,0,Night,2,5165.6900000000005,2
3838,9fe76169-4272-4a1e-ab36-9e50f3859adb,USER_00449,2024-05-28 04:46:00,Online Shopping,Steel Toe Shoes,Amazon,1069.99,9.19,2.79,675,Bank Transfer,Successful,MERCH_0749,iOS,Rural,normal,normal,1067.2,0.008588865316498285,0.0026075010046822866,0.6308470172618436,4,1,0,Night,4,4868.855,6
3839,43e3238e-7881-46dd-bf4a-6c139ac2fb8d,USER_07451,2024-05-28 05:07:00,Water Bill,Tanker Supply,Mumbai Water,1676.46,2.64,54.66,837,Credit Card,Successful,MERCH_0507,iOS,Urban,normal,normal,1621.8,0.0015747467878744498,0.03260441644894599,0.4992663111556494,5,1,0,Night,2,1286.825,4
3840,71bf3572-3f57-474b-b1e7-02033b3d578f,USER_01664,2024-05-28 05:27:00,Bus Ticket,Volvo Multi-Axle,Goibibo,8416.09,20.67,96.69,243,Bank Transfer,Successful,MERCH_0552,Android,Urban,normal,normal,8319.4,0.0024560098573090357,0.011488707939197419,0.028873265376202013,5,1,0,Night,2,7460.505,5
3841,c3f93163-6ba1-400c-abec-f5fa71daf878,USER_00329,2024-05-28 07:53:00,Taxi Fare,City Ride,Rapido,2424.38,11.16,73.03,704,Wallet Balance,Successful,MERCH_0578,Android,Urban,normal,normal,2351.35,0.004603238766200018,0.030123165510357288,0.29038352073519824,7,1,0,Morning,1,2424.38,6
3842,63e1ccdb-80cf-42f7-9f82-f46ec219c1ab,USER_03118,2024-05-28 09:31:00,Rent Payment,Commercial Space Rent,NoBroker,1639.77,31.89,54.85,459,Wallet Balance,Successful,MERCH_0177,iOS,Urban,normal,normal,1584.92,0.019447849393512507,0.0334498130835422,0.27991730547576793,9,1,0,Morning,1,1639.77,4
3843,0fb62864-cc3d-4680-95f9-842c739398b7,USER_09097,2024-05-28 10:06:00,Mobile Recharge,Prepaid Plan 399,Airtel,7244.35,34.13,75.99,352,Credit Card,Successful,MERCH_0790,Android,Urban,normal,normal,7168.360000000001,0.00471125773878954,0.010489553928233726,0.048589590508465216,10,1,0,Morning,1,7244.35,8
